30.920852,21.822051,39.379177,36.181998,139.441174,15.090636,40.692459,142.480650,39.021632,46.238560,145.191130,39.298091,38.280627,152.238890,30.028693,2.000000
25.785729,20.271329,33.433473,37.175620,129.690282,23.783820,47.902607,129.802821,50.783826,64.747459,122.826858,53.601687,73.457513,117.349375,47.125865,2.000000
36.864692,22.629783,35.135880,49.233091,130.183482,10.462223,48.662198,136.070510,27.166939,48.893905,141.605122,31.829445,26.618475,162.061411,22.054070,2.000000
43.018528,38.715338,40.040805,71.445913,98.675158,38.373321,100.066415,80.239087,103.815926,108.329571,77.575333,92.309420,115.373783,60.910333,67.593146,2.000000
27.631022,46.485480,47.029583,144.871646,28.124475,83.471088,149.758379,31.176147,106.306076,147.451653,38.998189,104.206650,142.191664,32.351857,90.382333,2.000000
14.373386,38.088272,78.428309,146.682143,8.022287,123.019097,154.201473,16.156616,155.943454,153.582483,34.457026,126.470535,147.265970,26.429947,129.915122,2.000000
18.867372,16.972603,94.159485,135.404354,18.398140,117.628142,149.238080,12.301502,176.161577,155.441888,27.964897,135.012596,157.128418,19.820283,138.922178,2.000000
17.306165,11.884940,78.631594,113.625753,47.493937,83.576948,130.333966,42.995995,104.468365,141.165547,48.211884,98.085324,149.577285,49.453934,95.401977,2.000000
28.012218,20.739504,56.128096,97.165275,65.322795,60.530162,118.860154,57.975904,93.892995,132.105332,58.333203,91.575714,142.827675,50.015367,93.723122,2.000000
38.034035,23.496043,32.858291,66.876498,92.744643,22.367451,105.075842,71.097479,75.986569,120.256314,68.722899,83.384077,132.661681,58.327401,82.483080,2.000000
35.727047,26.755082,35.561423,40.258942,130.955510,13.084596,45.716314,131.428931,44.471117,60.580105,125.471153,65.134398,55.443224,133.359689,41.695889,2.000000
50.501522,30.068059,37.192462,42.781127,135.150376,1.491431,42.008204,138.259123,27.640915,44.370639,141.053578,38.792701,32.273461,152.684487,23.469787,2.000000
47.394441,28.657479,27.212086,50.550203,130.897626,14.192468,49.444616,134.742209,37.173898,49.968264,137.455805,43.404108,29.164816,152.826109,29.022403,2.000000
19.325361,8.091064,121.227330,139.939075,8.909566,155.489455,151.285280,16.139929,157.503835,153.521507,49.140778,117.986242,145.233908,28.219124,139.487893,2.000000
12.407121,4.600179,67.184832,117.469773,46.483044,93.027422,132.686402,46.178504,123.830450,140.528654,55.668935,105.727089,144.591782,56.418721,106.661776,2.000000
21.583979,30.955877,72.977265,137.589304,14.567674,91.399624,148.821088,16.167560,171.142154,150.776138,27.039538,130.083030,150.887799,18.725035,103.743439,2.000000
33.860427,54.788938,27.444000,132.362676,47.488515,81.908053,134.127808,49.435414,95.681993,131.587297,57.122033,86.164684,127.362174,49.193309,68.933674,2.000000
14.451916,77.695009,18.777459,120.644411,70.113353,75.678350,121.193750,74.182959,76.683116,117.210227,80.779064,68.344565,105.841522,68.110453,60.668200,2.000000
15.303948,81.000444,14.855796,130.379605,29.284082,58.213132,136.656422,45.944803,96.698001,132.630245,55.284280,93.056536,122.799601,44.372407,75.762109,2.000000
44.204536,34.381835,37.094076,49.421053,120.720442,31.182926,60.941699,113.878271,108.748195,69.463319,111.986984,98.475300,65.001672,106.467317,77.224207,2.000000
25.751363,45.743430,45.156440,88.316707,95.295646,33.389604,93.520337,85.612494,34.430311,90.107788,84.024439,35.331274,89.511361,75.786705,28.646275,2.000000
17.351237,8.034132,105.175877,138.853557,8.649483,111.459817,152.386084,8.850820,163.316931,154.460149,28.830264,138.535074,148.047259,21.844491,137.333956,2.000000
21.398255,17.368256,74.653178,130.423278,20.911994,14.313853,149.557793,14.550355,39.910556,156.074139,22.877050,103.883909,157.313328,18.342573,114.324332,2.000000
20.829583,19.869447,77.152301,119.163297,36.141790,38.403844,137.200350,33.558053,61.028782,148.087838,36.730348,93.798491,156.168031,31.066349,106.919502,2.000000
19.402976,15.588630,87.072505,129.081423,23.100741,11.527336,147.902284,18.236329,24.438965,156.550486,23.917381,73.538231,159.875196,20.849159,96.656723,2.000000
22.434940,33.701604,65.542815,142.404124,12.943109,36.312905,152.814852,21.531621,67.765654,150.964572,31.570292,102.665783,145.245523,28.659259,90.721368,2.000000
25.897287,27.650569,68.039240,138.286065,16.118778,25.993837,151.196736,22.462381,76.723305,149.307134,37.405498,95.716230,141.661900,34.663172,91.998583,2.000000
31.748985,17.012988,55.474706,103.396141,56.306979,5.869538,137.314793,34.900884,73.561124,144.324572,39.114289,105.179528,145.915669,27.810811,105.269812,2.000000
33.362539,14.517733,43.359008,64.115421,95.252327,9.470911,114.584154,60.866811,39.333192,135.595680,50.967829,67.272198,149.552138,36.434107,68.287799,2.000000
36.248726,17.171705,40.647514,33.778245,131.964964,12.050617,41.642912,133.322126,21.597282,51.783470,131.799264,29.761207,49.728126,136.964487,24.678823,2.000000
32.721333,24.355759,33.164875,35.523055,139.198590,11.692288,36.201003,143.870524,19.130097,35.594035,151.408212,19.345648,31.332703,154.726913,16.894636,2.000000
23.511932,21.559825,34.442287,32.592890,134.788050,17.612032,38.123166,138.752081,27.254578,43.859566,141.750627,26.000370,48.862510,138.170682,26.200738,2.000000
18.453881,14.909932,35.014380,42.902833,120.444925,23.119788,62.644075,115.087765,42.201774,82.626576,106.779347,48.145143,93.215069,100.982323,47.849739,2.000000
20.938383,7.580215,53.022557,88.275186,73.624715,27.324120,117.373867,61.188083,50.589012,131.290700,58.815760,66.908145,142.425353,51.147399,66.684066,2.000000
18.047753,8.102124,89.103465,135.760035,21.574388,85.682177,148.938212,18.846607,149.847608,155.271341,33.244492,127.334046,154.451236,28.077038,133.160497,2.000000
15.209176,20.603850,96.735565,143.794734,6.842259,143.654748,153.397001,34.832830,134.462241,153.846584,65.756246,93.422386,144.452026,50.450818,105.057797,2.000000
29.623223,100.158732,12.900021,142.660622,50.530508,103.269780,142.453116,57.282296,107.612728,137.367936,63.037190,102.851503,123.615879,57.806943,80.281128,2.000000
46.043034,30.759612,9.717542,109.465907,39.131154,36.010525,118.320473,58.352955,71.249045,117.476123,63.382629,75.058500,110.962771,59.783927,83.950546,2.000000
26.622257,72.895079,28.459367,144.776623,46.156349,83.783970,144.454683,53.079195,91.193015,141.034201,54.985588,93.805044,132.008531,47.163851,82.307026,2.000000
18.834103,18.616571,83.148653,137.212435,12.969868,51.713552,152.452553,8.760658,171.404260,156.190149,24.917882,127.324853,153.451402,17.835414,110.825152,2.000000
19.340825,12.411633,60.730540,106.348418,58.271165,81.352237,119.723194,60.282033,97.792356,126.507825,67.485439,89.781136,130.768718,66.303945,86.676004,2.000000
23.782731,11.409966,28.802178,93.152012,76.579596,46.209868,105.813147,75.626254,65.136473,111.515755,77.578757,61.626964,115.169861,71.749896,60.293615,2.000000
34.390793,21.782706,35.463260,63.272091,97.971418,26.198467,83.641029,92.323446,61.872566,101.755916,84.666736,67.253688,112.226709,76.550792,64.913211,2.000000
52.204039,27.335344,42.269181,34.742305,133.939765,13.709817,39.858586,135.463582,30.903746,50.930991,134.543522,33.640766,61.252296,127.792416,29.509564,2.000000
23.181923,20.751172,11.267593,13.843325,8.929650,5.291540,8.079943,6.689291,2.115070,4.879176,1.480027,1.656471,3.487454,4.874770,2.826039,3.000000
22.525700,23.726830,17.839751,15.857333,9.275712,5.389675,9.625893,6.540225,2.539201,5.541542,0.633245,2.062405,4.219773,6.016478,2.955510,3.000000
26.901547,22.595111,15.121925,11.499680,7.267012,3.857371,6.088997,5.517681,2.682747,4.401745,2.540190,1.952565,3.250361,4.341198,2.938135,3.000000
29.469523,9.478301,5.231152,10.632800,8.897956,1.462190,5.271549,8.033743,0.580597,5.807681,8.294528,2.791331,6.971936,7.503926,3.616327,3.000000
27.307423,9.815903,3.865877,12.251343,6.080160,2.484482,7.595942,5.714618,1.014550,8.892391,6.341472,2.438386,13.008572,6.223809,2.743301,3.000000
24.624504,13.569209,3.064696,10.498452,5.504953,3.673563,7.035439,5.220301,2.436518,5.561812,2.462803,1.750387,9.880226,4.727329,2.987822,3.000000
19.776602,17.207503,1.267154,9.622917,8.262324,5.273056,5.560524,5.560899,2.371857,2.105811,2.130955,0.919517,4.404346,4.093407,2.809469,3.000000
25.385000,22.140039,3.519604,7.184369,6.452430,4.586372,3.379046,3.257805,2.803872,5.399915,2.953750,1.215694,4.484933,5.771698,2.811995,3.000000
30.653153,25.582903,5.551280,4.995652,6.765222,4.994370,1.420540,4.120823,3.133719,5.658721,4.681873,1.548722,4.806983,8.807051,1.178356,3.000000
26.057627,19.697520,13.975426,9.762861,8.423405,5.531564,5.889101,5.767631,3.175012,5.014537,0.688778,0.971120,5.498790,5.340489,1.549060,3.000000
27.152647,21.768973,10.565971,10.286114,9.360055,4.648979,7.247018,6.277257,4.962495,5.867035,2.484726,2.998335,6.282190,4.767124,3.200865,3.000000
28.681034,9.735057,4.673961,14.113413,5.930939,3.835736,8.519729,4.354799,2.703279,8.108966,3.404795,0.491916,9.858777,3.292869,1.383314,3.000000
17.146181,1.981788,4.265947,18.477961,4.227489,5.229491,19.449724,9.598676,7.312205,21.455616,15.810245,4.893015,20.790235,23.449234,7.317821,3.000000
17.476991,4.259033,3.459982,37.693169,18.563778,11.267469,32.921301,9.669261,6.449277,20.941589,12.459482,1.929827,26.302496,14.680941,2.504911,3.000000
9.537889,3.241852,5.139047,49.003201,39.215625,40.833008,48.053575,19.976206,74.679036,32.539571,15.672908,165.432875,38.476422,22.831730,72.866194,3.000000
5.185554,3.471149,4.521124,28.628021,44.345492,9.415124,35.306221,23.068058,26.228615,27.640262,53.472915,12.734444,27.758817,12.578537,40.585700,3.000000
6.387792,5.049408,3.188711,39.735868,65.099403,32.217265,59.971930,58.024207,33.371756,63.595407,73.927450,40.254878,81.149332,58.077497,48.046261,3.000000
1.556116,5.646329,5.613894,63.105608,26.926109,11.292285,69.592904,21.265439,13.573635,54.627219,37.873154,10.925817,58.174840,37.705239,8.091902,3.000000
22.870631,18.213825,6.789755,9.472555,7.532831,4.514347,6.410027,5.250381,2.429920,3.573145,2.627540,1.533684,7.193839,3.716396,3.538231,3.000000
34.216908,4.143258,6.309125,22.958325,5.827124,11.087273,20.641042,10.133710,9.802418,10.072665,10.298031,7.556056,9.302709,13.897151,7.708575,3.000000
12.821802,1.400668,9.375250,25.905551,12.448660,7.075111,23.665423,7.714890,7.313917,16.135155,4.178009,5.752753,13.760718,7.346055,2.812210,3.000000
32.897392,0.601001,2.922014,23.346273,3.044578,10.630376,23.233406,6.044510,5.305183,14.305907,8.120664,5.644268,9.073716,15.341737,8.531711,3.000000
24.668850,9.226509,5.760812,13.013649,5.269146,5.528511,9.423182,6.410562,4.930200,6.803664,1.878285,5.552930,19.790907,10.205934,10.538820,3.000000
27.461857,10.133441,7.200042,14.395478,5.141259,4.826715,10.763349,5.600249,4.349661,9.076049,2.668090,3.399688,21.516029,6.819935,7.616040,3.000000
19.178416,7.592003,3.721665,27.771105,25.301048,12.008080,29.222402,11.217784,7.933859,22.655985,13.906905,3.416723,25.963093,15.171002,4.073712,3.000000
13.516930,2.210899,15.789627,41.169081,8.793586,9.790489,30.133183,10.877757,17.136709,25.259622,10.922563,4.225304,48.380514,12.486959,10.239172,3.000000
22.825813,8.400769,5.868666,24.848949,15.054314,7.251877,23.810400,6.985597,4.572605,18.332807,10.166830,3.110452,21.039280,12.804324,3.926271,3.000000
24.444052,16.470721,2.199591,16.776167,9.664679,5.115155,8.438748,4.760823,2.031624,1.579482,2.041461,0.544497,7.251460,5.695354,2.548738,3.000000
25.856031,18.325773,8.112083,16.032786,8.790642,4.771435,7.866787,4.859065,2.021786,2.417172,0.647016,0.968796,10.268481,3.719923,2.602078,3.000000
23.618922,21.662680,20.040868,19.144197,13.735210,5.452128,8.792231,7.662685,3.651778,2.776142,0.669439,1.921474,10.636630,6.018305,1.126322,3.000000
28.154707,16.334786,10.037725,19.007134,15.219029,4.636236,9.646377,9.007662,4.927396,2.821974,2.073024,2.264277,7.610869,4.246236,1.109155,3.000000
27.998962,13.779454,5.434789,20.007024,13.082169,6.161715,11.174517,7.150050,6.340928,3.572293,1.066769,3.909028,7.309769,4.560718,2.135932,3.000000
26.692463,11.740213,2.380871,20.083709,10.332728,7.296994,11.955503,6.500856,7.208801,5.709256,2.498619,4.198467,5.480135,4.493014,1.501300,3.000000
